"源节点ID","目标节点ID","关系类型","空间键","空间名称","证据","权重"
"page:171419727","topic:设计与架构","推断主题","RJYFBGG","软件研发部公共空间","4、应用CI 相关资料","1"
"page:130451027","page:173912738","包含目录","RJYFBGG","软件研发部公共空间","软件研发部公共空间 主页 / 26、持续集成CI / 6、静态代码检查","1"
"page:173912738","topic:设计与架构","推断主题","RJYFBGG","软件研发部公共空间","6、静态代码检查","1"
"page:130451027","page:174725660","包含目录","RJYFBGG","软件研发部公共空间","软件研发部公共空间 主页 / 26、持续集成CI / 7、CI培训","1"
"page:174725660","topic:设计与架构","推断主题","RJYFBGG","软件研发部公共空间","7、CI培训","1"
"page:130451027","page:199137919","包含目录","RJYFBGG","软件研发部公共空间","软件研发部公共空间 主页 / 26、持续集成CI / 8、月度SIT问题复盘","1"
"page:199137919","topic:设计与架构","推断主题","RJYFBGG","软件研发部公共空间","8、月度SIT问题复盘","1"
"page:130451027","page:178597920","包含目录","RJYFBGG","软件研发部公共空间","软件研发部公共空间 主页 / 26、持续集成CI / 9618项目自动化测试用例 开发任务分解","1"
"page:178597920","topic:设计与架构","推断主题","RJYFBGG","软件研发部公共空间","9618项目自动化测试用例 开发任务分解","1"
"page:130451027","page:213427626","包含目录","RJYFBGG","软件研发部公共空间","软件研发部公共空间 主页 / 26、持续集成CI / 9、发布的周报/月报","1"
"page:213427626","topic:设计与架构","推断主题","RJYFBGG","软件研发部公共空间","9、发布的周报/月报","1"
"page:130451027","page:201954644","包含目录","RJYFBGG","软件研发部公共空间","软件研发部公共空间 主页 / 26、持续集成CI / CI2.0人工时详细列表","1"
"page:201954644","topic:设计与架构","推断主题","RJYFBGG","软件研发部公共空间","CI2.0人工时详细列表","1"
"page:130451027","page:175510662","包含目录","RJYFBGG","软件研发部公共空间","软件研发部公共空间 主页 / 26、持续集成CI / CI与聚好看自动化测试","1"
"page:175510662","topic:设计与架构","推断主题","RJYFBGG","软件研发部公共空间","CI与聚好看自动化测试","1"
"page:130451027","page:177875484","包含目录","RJYFBGG","软件研发部公共空间","软件研发部公共空间 主页 / 26、持续集成CI / CI无效问题--Jira问题","1"
"page:177875484","topic:设计与架构","推断主题","RJYFBGG","软件研发部公共空间","CI无效问题--Jira问题","1"
"page:130451027","page:211790410","包含目录","RJYFBGG","软件研发部公共空间","软件研发部公共空间 主页 / 26、持续集成CI / CI月报23年4月度-解决周期长问题","1"
"page:211790410","topic:设计与架构","推断主题","RJYFBGG","软件研发部公共空间","CI月报23年4月度-解决周期长问题","1"
"page:130451027","page:172266548","包含目录","RJYFBGG","软件研发部公共空间","软件研发部公共空间 主页 / 26、持续集成CI / CI流水线 config.sh配置异常情况汇总","1"
"page:172266548","topic:设计与架构","推断主题","RJYFBGG","软件研发部公共空间","CI流水线 config.sh配置异常情况汇总","1"
"page:130451027","page:216916434","包含目录","RJYFBGG","软件研发部公共空间","软件研发部公共空间 主页 / 26、持续集成CI / CI流水线接入","1"
"page:216916434","topic:设计与架构","推断主题","RJYFBGG","软件研发部公共空间","CI流水线接入","1"
"page:130451027","page:178600667","包含目录","RJYFBGG","软件研发部公共空间","软件研发部公共空间 主页 / 26、持续集成CI / DTV-HUI","1"
"page:178600667","topic:设计与架构","推断主题","RJYFBGG","软件研发部公共空间","DTV-HUI","1"
"page:130451027","page:224251114","包含目录","RJYFBGG","软件研发部公共空间","软件研发部公共空间 主页 / 26、持续集成CI / Service-HUI","1"
"page:224251114","topic:设计与架构","推断主题","RJYFBGG","软件研发部公共空间","Service-HUI","1"
"page:130451027","page:214292884","包含目录","RJYFBGG","软件研发部公共空间","软件研发部公共空间 主页 / 26、持续集成CI / 主干开发2023","1"
"page:214292884","topic:设计与架构","推断主题","RJYFBGG","软件研发部公共空间","主干开发2023","1"
"page:130451027","page:177867295","包含目录","RJYFBGG","软件研发部公共空间","软件研发部公共空间 主页 / 26、持续集成CI / 产品CI","1"
"page:177867295","topic:设计与架构","推断主题","RJYFBGG","软件研发部公共空间","产品CI","1"
"page:130451027","page:131138041","包含目录","RJYFBGG","软件研发部公共空间","软件研发部公共空间 主页 / 26、持续集成CI / 单元测试任务分解","1"
"page:131138041","topic:设计与架构","推断主题","RJYFBGG","软件研发部公共空间","单元测试任务分解","1"
"page:130451027","page:131137996","包含目录","RJYFBGG","软件研发部公共空间","软件研发部公共空间 主页 / 26、持续集成CI / 单元测试会议纪要","1"
"page:131137996","topic:设计与架构","推断主题","RJYFBGG","软件研发部公共空间","单元测试会议纪要","1"
"page:130451027","page:131137839","包含目录","RJYFBGG","软件研发部公共空间","软件研发部公共空间 主页 / 26、持续集成CI / 单元测试模块","1"
"page:131137839","topic:设计与架构","推断主题","RJYFBGG","软件研发部公共空间","单元测试模块","1"
"page:130451027","page:176306313","包含目录","RJYFBGG","软件研发部公共空间","软件研发部公共空间 主页 / 26、持续集成CI / 发布","1"
"page:176306313","topic:设计与架构","推断主题","RJYFBGG","软件研发部公共空间","发布","1"
"page:130451027","page:151623587","包含目录","RJYFBGG","软件研发部公共空间","软件研发部公共空间 主页 / 26、持续集成CI / 各模块代码行数及用例数统计(截止下午3点)","1"
"page:151623587","topic:设计与架构","推断主题","RJYFBGG","软件研发部公共空间","各模块代码行数及用例数统计(截止下午3点)","1"
"page:130451027","page:231027098","包含目录","RJYFBGG","软件研发部公共空间","软件研发部公共空间 主页 / 26、持续集成CI / 平台/驱动  自动化测试用例 摸底","1"
"page:231027098","topic:设计与架构","推断主题","RJYFBGG","软件研发部公共空间","平台/驱动  自动化测试用例 摸底","1"
"page:130451027","page:174728472","包含目录","RJYFBGG","软件研发部公共空间","软件研发部公共空间 主页 / 26、持续集成CI / 平台/驱动&应用Release标准","1"
"page:174728472","topic:设计与架构","推断主题","RJYFBGG","软件研发部公共空间","平台/驱动&应用Release标准","1"
"page:130451027","page:184461633","包含目录","RJYFBGG","软件研发部公共空间","软件研发部公共空间 主页 / 26、持续集成CI / 应用CI 系统修改需求","1"
"page:184461633","topic:需求与功能","推断主题","RJYFBGG","软件研发部公共空间","应用CI 系统修改需求","1"
"page:130451027","page:171416155","包含目录","RJYFBGG","软件研发部公共空间","软件研发部公共空间 主页 / 26、持续集成CI / 废弃页面","1"
"page:171416155","topic:设计与架构","推断主题","RJYFBGG","软件研发部公共空间","废弃页面","1"
"page:14824627","page:138418635","包含目录","RJYFBGG","软件研发部公共空间","软件研发部公共空间 主页 / 27、科室看板信息","1"
"page:138418635","topic:其他","推断主题","RJYFBGG","软件研发部公共空间","27、科室看板信息","1"
"page:14824627","page:214287415","包含目录","RJYFBGG","软件研发部公共空间","软件研发部公共空间 主页 / 手机产品线资料","1"
"page:214287415","topic:其他","推断主题","RJYFBGG","软件研发部公共空间","手机产品线资料","1"
"page:214287415","page:163258305","包含目录","RJYFBGG","软件研发部公共空间","软件研发部公共空间 主页 / 手机产品线资料 / 软件计划管理","1"
"page:163258305","topic:版本与计划","推断主题","RJYFBGG","软件研发部公共空间","软件计划管理","1"
"page:214287415","page:117511210","包含目录","RJYFBGG","软件研发部公共空间","软件研发部公共空间 主页 / 手机产品线资料 / 内销手机项目梳理","1"
"page:117511210","topic:项目管理","推断主题","RJYFBGG","软件研发部公共空间","内销手机项目梳理","1"
"page:214287415","page:41353547","包含目录","RJYFBGG","软件研发部公共空间","软件研发部公共空间 主页 / 手机产品线资料 / 5、手机产品线QCC提案提交","1"
"page:41353547","topic:其他","推断主题","RJYFBGG","软件研发部公共空间","5、手机产品线QCC提案提交","1"
"page:214287415","page:164833756","包含目录","RJYFBGG","软件研发部公共空间","软件研发部公共空间 主页 / 手机产品线资料 / 手机项目CR申请台账","1"
"page:164833756","topic:项目管理","推断主题","RJYFBGG","软件研发部公共空间","手机项目CR申请台账","1"
"page:214287415","page:88377615","包含目录","RJYFBGG","软件研发部公共空间","软件研发部公共空间 主页 / 手机产品线资料 / 11、手机跟线安排","1"
"page:88377615","topic:其他","推断主题","RJYFBGG","软件研发部公共空间","11、手机跟线安排","1"
"page:214287415","page:157188378","包含目录","RJYFBGG","软件研发部公共空间","软件研发部公共空间 主页 / 手机产品线资料 / 33 通信软件各所疫情期间就餐统计","1"
"page:157188378","topic:数据与质量","推断主题","RJYFBGG","软件研发部公共空间","33 通信软件各所疫情期间就餐统计","1"
"page:214287415","page:92277642","包含目录","RJYFBGG","软件研发部公共空间","软件研发部公共空间 主页 / 手机产品线资料 / 12、创新成果","1"
"page:92277642","topic:其他","推断主题","RJYFBGG","软件研发部公共空间","12、创新成果","1"
"page:14824627","page:52104847","包含目录","RJYFBGG","软件研发部公共空间","软件研发部公共空间 主页 / 文件列表","1"
"page:52104847","topic:其他","推断主题","RJYFBGG","软件研发部公共空间","文件列表","1"
"page:14824627","page:226978015","包含目录","RJYFBGG","软件研发部公共空间","软件研发部公共空间 主页 / 28、应用业务方向","1"
"page:226978015","topic:其他","推断主题","RJYFBGG","软件研发部公共空间","28、应用业务方向","1"
"page:14824627","page:231045999","包含目录","RJYFBGG","软件研发部公共空间","软件研发部公共空间 主页 / 29. 新旧PLM系统切换策略及问题","1"
"page:231045999","topic:问题与复盘","推断主题","RJYFBGG","软件研发部公共空间","29. 新旧PLM系统切换策略及问题","1"
"page:14824627","page:236738838","包含目录","RJYFBGG","软件研发部公共空间","软件研发部公共空间 主页 / 30、部门跟线","1"
"page:236738838","topic:其他","推断主题","RJYFBGG","软件研发部公共空间","30、部门跟线","1"
"page:236738838","page:236738842","包含目录","RJYFBGG","软件研发部公共空间","软件研发部公共空间 主页 / 30、部门跟线 / 2024年各所跟线排班","1"
"page:236738842","topic:其他","推断主题","RJYFBGG","软件研发部公共空间","2024年各所跟线排班","1"
"page:236738838","page:285364910","包含目录","RJYFBGG","软件研发部公共空间","软件研发部公共空间 主页 / 30、部门跟线 / 2025年各所跟线排班","1"
"page:285364910","topic:其他","推断主题","RJYFBGG","软件研发部公共空间","2025年各所跟线排班","1"
"page:236738838","page:317706336","包含目录","RJYFBGG","软件研发部公共空间","软件研发部公共空间 主页 / 30、部门跟线 / 2025年各所跟线排班（新）","1"
"page:317706336","topic:其他","推断主题","RJYFBGG","软件研发部公共空间","2025年各所跟线排班（新）","1"
"page:236738838","page:349826415","包含目录","RJYFBGG","软件研发部公共空间","软件研发部公共空间 主页 / 30、部门跟线 / 2026年各所跟线排班（新）","1"
"page:349826415","topic:其他","推断主题","RJYFBGG","软件研发部公共空间","2026年各所跟线排班（新）","1"
"page:14824627","page:276397095","包含目录","RJYFBGG","软件研发部公共空间","软件研发部公共空间 主页 / 99. 部门质量改善策划","1"
"page:276397095","topic:数据与质量","推断主题","RJYFBGG","软件研发部公共空间","99. 部门质量改善策划","1"
"page:276397095","page:276397110","包含目录","RJYFBGG","软件研发部公共空间","软件研发部公共空间 主页 / 99. 部门质量改善策划 / 2025年-质量改善策划","1"
"page:276397110","topic:数据与质量","推断主题","RJYFBGG","软件研发部公共空间","2025年-质量改善策划","1"
"page:14824627","page:276384123","包含目录","RJYFBGG","软件研发部公共空间","软件研发部公共空间 主页 / 汽电配置管理-20241114","1"
"page:276384123","topic:项目管理","推断主题","RJYFBGG","软件研发部公共空间","汽电配置管理-20241114","1"
"space:TYXX","page:12977947","空间首页","TYXX","通用信息","通用信息 主页","1"
"page:12977947","topic:其他","推断主题","TYXX","通用信息","通用信息 主页","1"
"page:12977947","page:13697302","包含目录","TYXX","通用信息","通用信息 主页 / 文件列表","1"
"page:13697302","topic:其他","推断主题","TYXX","通用信息","文件列表","1"
"page:13697302","page:29229609","包含目录","TYXX","通用信息","通用信息 主页 / 文件列表 / 填写错误","1"
"page:29229609","topic:其他","推断主题","TYXX","通用信息","填写错误","1"
"page:13697302","page:60686762","包含目录","TYXX","通用信息","通用信息 主页 / 文件列表 / 填写错误0715","1"
"page:60686762","topic:其他","推断主题","TYXX","通用信息","填写错误0715","1"
"page:13697302","page:277803403","包含目录","TYXX","通用信息","通用信息 主页 / 文件列表 / 机型创建-文档库","1"
"page:277803403","topic:规范与流程","推断主题","TYXX","通用信息","机型创建-文档库","1"
"page:13697302","page:60686817","包含目录","TYXX","通用信息","通用信息 主页 / 文件列表 / 海信商品物流追踪器嵌入式软件V1.0","1"
"page:60686817","topic:其他","推断主题","TYXX","通用信息","海信商品物流追踪器嵌入式软件V1.0","1"
"page:13697302","page:58164603","包含目录","TYXX","通用信息","通用信息 主页 / 文件列表 / 研发中心各部门通报维护台账2020年","1"
"page:58164603","topic:其他","推断主题","TYXX","通用信息","研发中心各部门通报维护台账2020年","1"
"page:12977947","page:12977996","包含目录","TYXX","通用信息","通用信息 主页 / 通用工具","1"
"page:12977996","topic:其他","推断主题","TYXX","通用信息","通用工具","1"
"page:12977996","page:126229581","包含目录","TYXX","通用信息","通用信息 主页 / 通用工具 / 10、配置管理自研系统","1"
"page:126229581","topic:项目管理","推断主题","TYXX","通用信息","10、配置管理自研系统","1"
"page:12977996","page:207406579","包含目录","TYXX","通用信息","通用信息 主页 / 通用工具 / 11、新PLM问题管理模块操作指南","1"
"page:207406579","topic:问题与复盘","推断主题","TYXX","通用信息","11、新PLM问题管理模块操作指南","1"
"page:12977996","page:209105073","包含目录","TYXX","通用信息","通用信息 主页 / 通用工具 / 12、静态代码扫描工具","1"
"page:209105073","topic:其他","推断主题","TYXX","通用信息","12、静态代码扫描工具","1"
"page:12977996","page:299033600","包含目录","TYXX","通用信息","通用信息 主页 / 通用工具 / 13、Jira翻译插件","1"
"page:299033600","topic:其他","推断主题","TYXX","通用信息","13、Jira翻译插件","1"
"page:12977996","page:335549956","包含目录","TYXX","通用信息","通用信息 主页 / 通用工具 / 14.竞品分析","1"
"page:335549956","topic:问题与复盘","推断主题","TYXX","通用信息","14.竞品分析","1"
"page:12977996","page:12977949","包含目录","TYXX","通用信息","通用信息 主页 / 通用工具 / 1、JIRA","1"
"page:12977949","topic:其他","推断主题","TYXX","通用信息","1、JIRA","1"
"page:12977996","page:12978443","包含目录","TYXX","通用信息","通用信息 主页 / 通用工具 / 2、SVN","1"
"page:12978443","topic:其他","推断主题","TYXX","通用信息","2、SVN","1"
"page:12977996","page:12978445","包含目录","TYXX","通用信息","通用信息 主页 / 通用工具 / 3、Git&Gerrit","1"
"page:12978445","topic:其他","推断主题","TYXX","通用信息","3、Git&Gerrit","1"
"page:12977996","page:12978448","包含目录","TYXX","通用信息","通用信息 主页 / 通用工具 / 4、Confluence","1"
"page:12978448","topic:其他","推断主题","TYXX","通用信息","4、Confluence","1"
"page:12977996","page:15587301","包含目录","TYXX","通用信息","通用信息 主页 / 通用工具 / 5、Jenkins","1"
"page:15587301","topic:其他","推断主题","TYXX","通用信息","5、Jenkins","1"
"page:12977996","page:17052481","包含目录","TYXX","通用信息","通用信息 主页 / 通用工具 / 6、OpenGrok","1"
"page:17052481","topic:其他","推断主题","TYXX","通用信息","6、OpenGrok","1"
"page:12977996","page:22053268","包含目录","TYXX","通用信息","通用信息 主页 / 通用工具 / 7、虚拟桌面","1"
"page:22053268","topic:其他","推断主题","TYXX","通用信息","7、虚拟桌面","1"
"page:12977996","page:29231358","包含目录","TYXX","通用信息","通用信息 主页 / 通用工具 / 8、Coverity","1"
"page:29231358","topic:其他","推断主题","TYXX","通用信息","8、Coverity","1"
"page:12977996","page:100043035","包含目录","TYXX","通用信息","通用信息 主页 / 通用工具 / 9、FTP","1"
"page:100043035","topic:其他","推断主题","TYXX","通用信息","9、FTP","1"
"page:12977996","page:64556762","包含目录","TYXX","通用信息","通用信息 主页 / 通用工具 / KOA&邮箱控件","1"
"page:64556762","topic:其他","推断主题","TYXX","通用信息","KOA&邮箱控件","1"
"page:12977947","page:95158707","包含目录","TYXX","通用信息","通用信息 主页 / 能力提升项目配置文件","1"
"page:95158707","topic:项目管理","推断主题","TYXX","通用信息","能力提升项目配置文件","1"
"page:95158707","page:275187664","包含目录","TYXX","通用信息","通用信息 主页 / 能力提升项目配置文件 / CESI接口说明信息","1"
"page:275187664","topic:设计与架构","推断主题","TYXX","通用信息","CESI接口说明信息","1"
"page:95158707","page:186982188","包含目录","TYXX","通用信息","通用信息 主页 / 能力提升项目配置文件 / try","1"
"page:186982188","topic:项目管理","推断主题","TYXX","通用信息","try","1"
"page:95158707","page:95158715","包含目录","TYXX","通用信息","通用信息 主页 / 能力提升项目配置文件 / 信相连-市场模块对应","1"
"page:95158715","topic:项目管理","推断主题","TYXX","通用信息","信相连-市场模块对应","1"
"page:95158707","page:95158712","包含目录","TYXX","通用信息","通用信息 主页 / 能力提升项目配置文件 / 信相连-应用模块对应","1"
"page:95158712","topic:项目管理","推断主题","TYXX","通用信息","信相连-应用模块对应","1"
"page:95158707","page:141862105","包含目录","TYXX","通用信息","通用信息 主页 / 能力提升项目配置文件 / 售后故障-模块对应","1"
"page:141862105","topic:问题与复盘","推断主题","TYXX","通用信息","售后故障-模块对应","1"
"page:95158707","page:95165386","包含目录","TYXX","通用信息","通用信息 主页 / 能力提升项目配置文件 / 网络信息-模块对应","1"
"page:95165386","topic:项目管理","推断主题","TYXX","通用信息","网络信息-模块对应","1"
"page:12977947","page:106338730","包含目录","TYXX","通用信息","通用信息 主页 / 电子信息研发防疫记录存档专区","1"
"page:106338730","topic:其他","推断主题","TYXX","通用信息","电子信息研发防疫记录存档专区","1"
"page:106338730","page:155683847","包含目录","TYXX","通用信息","通用信息 主页 / 电子信息研发防疫记录存档专区 / 11","1"
"page:155683847","topic:其他","推断主题","TYXX","通用信息","11","1"
"page:106338730","page:196543369","包含目录","TYXX","通用信息","通用信息 主页 / 电子信息研发防疫记录存档专区 / 20230128-202301290","1"
"page:196543369","topic:其他","推断主题","TYXX","通用信息","20230128-202301290","1"
"page:106338730","page:121834226","包含目录","TYXX","通用信息","通用信息 主页 / 电子信息研发防疫记录存档专区 / CBB体温检测4.12-4.16","1"
"page:121834226","topic:其他","推断主题","TYXX","通用信息","CBB体温检测4.12-4.16","1"
"page:106338730","page:106339670","包含目录","TYXX","通用信息","通用信息 主页 / 电子信息研发防疫记录存档专区 / 人事行政部","1"
"page:106339670","topic:其他","推断主题","TYXX","通用信息","人事行政部","1"
"page:106338730","page:106338929","包含目录","TYXX","通用信息","通用信息 主页 / 电子信息研发防疫记录存档专区 / 工艺设计部","1"
"page:106338929","topic:设计与架构","推断主题","TYXX","通用信息","工艺设计部","1"
"page:106338730","page:106338926","包含目录","TYXX","通用信息","通用信息 主页 / 电子信息研发防疫记录存档专区 / 显示研发部","1"
"page:106338926","topic:其他","推断主题","TYXX","通用信息","显示研发部","1"
"page:106338730","page:108495794","包含目录","TYXX","通用信息","通用信息 主页 / 电子信息研发防疫记录存档专区 / 欧洲研发中心","1"
"page:108495794","topic:其他","推断主题","TYXX","通用信息","欧洲研发中心","1"
"page:106338730","page:115574699","包含目录","TYXX","通用信息","通用信息 主页 / 电子信息研发防疫记录存档专区 / 武汉研发中心","1"
"page:115574699","topic:其他","推断主题","TYXX","通用信息","武汉研发中心","1"
"page:106338730","page:115574678","包含目录","TYXX","通用信息","通用信息 主页 / 电子信息研发防疫记录存档专区 / 深圳研发中心","1"
"page:115574678","topic:其他","推断主题","TYXX","通用信息","深圳研发中心","1"
"page:106338730","page:106338937","包含目录","TYXX","通用信息","通用信息 主页 / 电子信息研发防疫记录存档专区 / 研发测试部","1"
"page:106338937","topic:测试与验证","推断主题","TYXX","通用信息","研发测试部","1"
"page:106338730","page:106338923","包含目录","TYXX","通用信息","通用信息 主页 / 电子信息研发防疫记录存档专区 / 硬件研发部","1"
"page:106338923","topic:其他","推断主题","TYXX","通用信息","硬件研发部","1"
"page:106338730","page:106339663","包含目录","TYXX","通用信息","通用信息 主页 / 电子信息研发防疫记录存档专区 / 系统设计与管理部","1"
"page:106339663","topic:设计与架构","推断主题","TYXX","通用信息","系统设计与管理部","1"
"page:106338730","page:106338933","包含目录","TYXX","通用信息","通用信息 主页 / 电子信息研发防疫记录存档专区 / 结构设计部","1"
"page:106338933","topic:设计与架构","推断主题","TYXX","通用信息","结构设计部","1"
"page:106338730","page:108495790","包含目录","TYXX","通用信息","通用信息 主页 / 电子信息研发防疫记录存档专区 / 美国研发中心","1"
"page:108495790","topic:其他","推断主题","TYXX","通用信息","美国研发中心","1"
"page:106338730","page:121836553","包含目录","TYXX","通用信息","通用信息 主页 / 电子信息研发防疫记录存档专区 / 虚拟现实研发部","1"
"page:121836553","topic:其他","推断主题","TYXX","通用信息","虚拟现实研发部","1"
"page:106338730","page:106338733","包含目录","TYXX","通用信息","通用信息 主页 / 电子信息研发防疫记录存档专区 / 软件研发部","1"
"page:106338733","topic:其他","推断主题","TYXX","通用信息","软件研发部","1"
"page:106338730","page:120528712","包含目录","TYXX","通用信息","通用信息 主页 / 电子信息研发防疫记录存档专区 / 预研管理与开发部","1"
"page:120528712","topic:项目管理","推断主题","TYXX","通用信息","预研管理与开发部","1"
"page:106338730","page:106339666","包含目录","TYXX","通用信息","通用信息 主页 / 电子信息研发防疫记录存档专区 / 预研管理部","1"
"page:106339666","topic:项目管理","推断主题","TYXX","通用信息","预研管理部","1"
"page:12977947","page:294916143","包含目录","TYXX","通用信息","通用信息 主页 / 通用开发信息","1"
"page:294916143","topic:其他","推断主题","TYXX","通用信息","通用开发信息","1"
"page:294916143","page:294916123","包含目录","TYXX","通用信息","通用信息 主页 / 通用开发信息 / 各模块日志抓取方式","1"
"page:294916123","topic:其他","推断主题","TYXX","通用信息","各模块日志抓取方式","1"
"space:CELAB","topic:测试与验证","覆盖主题","CELAB","Certification Lab","目录节点数 96","96"
"space:test1","topic:测试与验证","覆盖主题","test1","test1","目录节点数 62","62"
"space:test1","topic:需求与功能","覆盖主题","test1","test1","目录节点数 8","8"
"space:VIDAA","topic:其他","覆盖主题","VIDAA","VIDAA","目录节点数 82","82"
"space:VIDAA","topic:测试与验证","覆盖主题","VIDAA","VIDAA","目录节点数 13","13"
"space:VIDAA","topic:设计与架构","覆盖主题","VIDAA","VIDAA","目录节点数 10","10"
"space:VIDAA","topic:项目管理","覆盖主题","VIDAA","VIDAA","目录节点数 13","13"
"space:VIDAA","topic:需求与功能","覆盖主题","VIDAA","VIDAA","目录节点数 6","6"
"space:VIDAA","topic:会议与协同","覆盖主题","VIDAA","VIDAA","目录节点数 4","4"
"space:VIDAA","topic:数据与质量","覆盖主题","VIDAA","VIDAA","目录节点数 4","4"
"space:VIDAA","topic:问题与复盘","覆盖主题","VIDAA","VIDAA","目录节点数 8","8"
"space:VIDAA","topic:培训与知识","覆盖主题","VIDAA","VIDAA","目录节点数 17","17"
"space:VIDAA","topic:版本与计划","覆盖主题","VIDAA","VIDAA","目录节点数 2","2"
"space:VIDAA","topic:规范与流程","覆盖主题","VIDAA","VIDAA","目录节点数 4","4"
"space:HWDBYYS","topic:其他","覆盖主题","HWDBYYS","VIDAA系统研发部","目录节点数 32","32"
"space:HWDBYYS","topic:规范与流程","覆盖主题","HWDBYYS","VIDAA系统研发部","目录节点数 14","14"
"space:HWDBYYS","topic:版本与计划","覆盖主题","HWDBYYS","VIDAA系统研发部","目录节点数 1","1"
"space:HWDBYYS","topic:培训与知识","覆盖主题","HWDBYYS","VIDAA系统研发部","目录节点数 7","7"
"space:HWDBYYS","topic:项目管理","覆盖主题","HWDBYYS","VIDAA系统研发部","目录节点数 5","5"
"space:HWDBYYS","topic:设计与架构","覆盖主题","HWDBYYS","VIDAA系统研发部","目录节点数 3","3"
"space:HWDBYYS","topic:会议与协同","覆盖主题","HWDBYYS","VIDAA系统研发部","目录节点数 1","1"
"space:HWDBYYS","topic:测试与验证","覆盖主题","HWDBYYS","VIDAA系统研发部","目录节点数 5","5"
"space:HWDBYYS","topic:需求与功能","覆盖主题","HWDBYYS","VIDAA系统研发部","目录节点数 5","5"
"space:ZYJCKC","topic:培训与知识","覆盖主题","ZYJCKC","专业基础课程","目录节点数 21","21"
"space:ZYJCKC","topic:规范与流程","覆盖主题","ZYJCKC","专业基础课程","目录节点数 2","2"
"space:ZYJCKC","topic:设计与架构","覆盖主题","ZYJCKC","专业基础课程","目录节点数 2","2"
"space:ZYJCKC","topic:测试与验证","覆盖主题","ZYJCKC","专业基础课程","目录节点数 2","2"
"space:ZYJCKC","topic:问题与复盘","覆盖主题","ZYJCKC","专业基础课程","目录节点数 1","1"
"space:ZYTSKC","topic:培训与知识","覆盖主题","ZYTSKC","专业提升课程","目录节点数 19","19"
"space:ZYTSKC","topic:设计与架构","覆盖主题","ZYTSKC","专业提升课程","目录节点数 3","3"
"space:ZYTSKC","topic:测试与验证","覆盖主题","ZYTSKC","专业提升课程","目录节点数 2","2"
"space:ZYTSKC","topic:问题与复盘","覆盖主题","ZYTSKC","专业提升课程","目录节点数 2","2"
"space:ZYTSKC","topic:规范与流程","覆盖主题","ZYTSKC","专业提升课程","目录节点数 1","1"
"space:YYZX","topic:培训与知识","覆盖主题","YYZX","产品线运营中心学习资料共享","目录节点数 12","12"
"space:YYZX","topic:规范与流程","覆盖主题","YYZX","产品线运营中心学习资料共享","目录节点数 13","13"
"space:YYZX","topic:设计与架构","覆盖主题","YYZX","产品线运营中心学习资料共享","目录节点数 1","1"
"space:YYZX","topic:问题与复盘","覆盖主题","YYZX","产品线运营中心学习资料共享","目录节点数 3","3"
"space:DZKJDSHWKF","topic:其他","覆盖主题","DZKJDSHWKF","产品线运营中心深圳研发部","目录节点数 70","70"
"space:DZKJDSHWKF","topic:项目管理","覆盖主题","DZKJDSHWKF","产品线运营中心深圳研发部","目录节点数 20","20"
"space:DZKJDSHWKF","topic:规范与流程","覆盖主题","DZKJDSHWKF","产品线运营中心深圳研发部","目录节点数 9","9"
"space:DZKJDSHWKF","topic:培训与知识","覆盖主题","DZKJDSHWKF","产品线运营中心深圳研发部","目录节点数 9","9"
"space:DZKJDSHWKF","topic:设计与架构","覆盖主题","DZKJDSHWKF","产品线运营中心深圳研发部","目录节点数 14","14"
"space:DZKJDSHWKF","topic:会议与协同","覆盖主题","DZKJDSHWKF","产品线运营中心深圳研发部","目录节点数 4","4"
"space:DZKJDSHWKF","topic:测试与验证","覆盖主题","DZKJDSHWKF","产品线运营中心深圳研发部","目录节点数 18","18"
"space:DZKJDSHWKF","topic:问题与复盘","覆盖主题","DZKJDSHWKF","产品线运营中心深圳研发部","目录节点数 3","3"
"space:DZKJDSHWKF","topic:数据与质量","覆盖主题","DZKJDSHWKF","产品线运营中心深圳研发部","目录节点数 5","5"
"space:DZKJDSHWKF","topic:版本与计划","覆盖主题","DZKJDSHWKF","产品线运营中心深圳研发部","目录节点数 2","2"
"space:~fengmeimei","topic:其他","覆盖主题","~fengmeimei","冯美美","目录节点数 3","3"
"space:~fengmeimei","topic:会议与协同","覆盖主题","~fengmeimei","冯美美","目录节点数 1","1"
"space:~fengmeimei","topic:测试与验证","覆盖主题","~fengmeimei","冯美美","目录节点数 2","2"
"space:RZZGXM","topic:项目管理","覆盖主题","RZZGXM","员工管理","目录节点数 1","1"
"space:RZZGXM","topic:规范与流程","覆盖主题","RZZGXM","员工管理","目录节点数 2","2"
"space:PXZL","topic:培训与知识","覆盖主题","PXZL","培训资料","目录节点数 54","54"
"space:PXZL","topic:规范与流程","覆盖主题","PXZL","培训资料","目录节点数 5","5"
"space:PXZL","topic:设计与架构","覆盖主题","PXZL","培训资料","目录节点数 15","15"
"space:PXZL","topic:问题与复盘","覆盖主题","PXZL","培训资料","目录节点数 1","1"
"space:PXZL","topic:二维三维与图形模型","覆盖主题","PXZL","培训资料","目录节点数 1","1"
"space:PXZL","topic:测试与验证","覆盖主题","PXZL","培训资料","目录节点数 7","7"
"space:PXZL","topic:会议与协同","覆盖主题","PXZL","培训资料","目录节点数 1","1"
"space:PXZL","topic:需求与功能","覆盖主题","PXZL","培训资料","目录节点数 1","1"
